id,name,price,stand_numbers,image_url,included_items,retail_value,distributor,price_numeric,retail_value_numeric,img_description
f880e3ad-1a1c-4e8f-bc5a-7ad4a3e961e1,Army Advance Showbag,$30,Stand Numbers: 8,"https://www.eastershow.com.au/contentassets/7900c9d102fc4c6097664f31ef5241f8/army-advance-showbag//ShowBagImage-32145347-300-300-75-0,0","['1x Army Hard Helmet with Strap $6.00', '1x Army Vest with Australia Flag embroidery $18.50', '1x Plastic Grenade $12.00', '1x 2 Way Radio $2.00', '1x Watch $2.00', '1x Flashlight $2.00', '1x AK Rifle $8.00', '1x Flask $2.00', '1x Goggles $2.00', '1x Metal Necklace with Bullet $2.00', '1x Laminated Bag $0.80', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $57.30,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",30.0,57.3,"The image depicts a showbag themed around army and military adventures. It contains a variety of toy accessories commonly associated with this theme, including a realistic toy rifle, camouflage helmet, binoculars, grenade, walkie-talkie, utility belt, and other tactical gear. The bag itself is designed with a camouflage pattern, featuring a prominent ""ARMY"" logo and some playful illustrations, giving it a rugged yet fun aesthetic. The contents tend to be generic toys rather than branded items, focusing on the military theme. This showbag would likely appeal to children who are fascinated by action and adventure, enjoy playing with tactical toys, and might have an interest in military role-playing games. It would also be a hit at fairs, carnivals, or events where such themed entertainment is popular."
c04d9047-5d1c-4b16-9ba6-b6baab7702ec,BIG Milkybar Showbag,$22,Stand Numbers: 9,"https://www.eastershow.com.au/contentassets/f576a4414be54062b203c10a5a30d83e/big-milkybar-showbag//ShowBagImage-32409740-300-300-75-0,0","['2x Milky Bar Fun Pack 158g $8.80', '2x Bertie Beetle 10g $0.95', '2x Kit Kat 14g $0.80', '1x  Your Choice of: 1 x Milky Bar Cookies & Cream Block OR 1 x Milkybar Block 170g $8.10', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $29.20,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",22.0,29.2,"The image shows a promotional showbag featuring Kellogg's Milky Bars, a popular confectionery product. Commonly found at events like fairs or carnivals, this type of showbag typically contains multiple packs of Milky Bars in various flavors, such as classic, cookies, and pops. These showbags tend to also include an assortment of Kellogg's branded lollies and other chocolatey treats like fizzers and ropes. The bright and colorful packaging often appeals to children and families, especially those with a nostalgic appreciation for iconic sweet treats. This showbag would be ideal for anyone with a sweet tooth looking for a fun assortment of chocolates and candies for themselves or as a treat for kids, with the classic packaging design resonating with both long-time fans and new consumers."
e1f50c5e-bd2a-4611-9ee9-7a031ed96d50,I Love Dogs Showbag,$29,Stand Numbers: 8,"https://www.eastershow.com.au/contentassets/01d2f090b87344bbaa7f91fff42990b2/i-love-dogs-showbag//ShowBagImage-32145489-300-300-75-0,0","['1x Dog Cage (20x13x17cm) $5.00', '1x Dog Plush (25cm) $16.80', '1x Pet Feeding bowl (12cm) $2.00', '1x Dog Toy Biscuits (4.5cm) $2.00', '1x Pair Doggy Socks $3.80', '1x Pug Purse (13cm) $5.50', '1x Pieces Dog Stickers (7cm) $3.80', '1x Dog Pom Pom Pen $4.50', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $43.40,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",29.0,43.4,"The showbag in the image is themed around dogs and appears to be filled with various dog-themed trinkets and toys. The contents include a small plush dog with a retractable tongue, a dog-themed lollipop, several different types of dog figurines, and assorted dog-shaped candies or chocolates. Notably, there's a tiny yellow dog carrier that adds a playful touch to the collection. The characters involved are primarily fictional dogs, conveying a cute and whimsical aura. This showbag would likely appeal to a young audience, particularly children and preteens who love animals and dogs specifically, as well as dog owners looking for fun dog-related items. It offers a delightful blend of soft toys, sugary treats, and playful accessories that the target audience would enjoy."
c37a8c7f-87fb-4d72-80b4-04b93c793362,Jawbreaker Showbag,$16,Stand Numbers: 8,"https://www.eastershow.com.au/contentassets/b19990f42c3d41d88764bc097dd87778/jawbreaker-showbag//ShowBagImage-32145493-300-300-75-0,0","['2x Blue Razz Spinball Jawbreaker $2.50', '2x Brain Sucker Pop $1.95', '2x Monster Jawbreaker 240g $5.99', '2x Monster Jaw Breaker On A Stick $2.99', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $26.86,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",16.0,26.86,"The image depicts a vibrant showbag filled with an assortment of colorful and enticing candy and snacks, perfect for those who love sweet treats. The contents include recognizable brands such as Swizzo, Wonka, and Softies, hinting at various chocolates, lollipops, and chewing gum. Additionally, there seems to be a lip gloss, branded with ""Tambreaker,"" which suggests a fun, gum-inspired cosmetic item. The overall presentation is lively, with bold colors and playful shapes, including round, candy-like objects and rectangular, foil-wrapped candies. This showbag is likely to appeal to children and teens who enjoy sweets and trendy, themed novelties, as well as young adults looking for a nostalgic and fun treat. It’s an excellent choice for someone attending a fair, carnival, or similar event who is eager to indulge in tasty, colorful confections."
61143191-e5e8-4be6-b657-3a755e3681d0,NBA Los Angeles Lakers Showbag,$36,Stand Numbers: 7,"https://www.eastershow.com.au/contentassets/a259de9b7a4047cb985cba60f1cd536a/nba-los-angeles-lakers-showbag//ShowBagImage-32145564-300-300-75-0,0","['1x Los Angeles Lakers Laminated Bag  $8.00', '1x Los Angeles Lakers Size 7 Basketball (Full Size) $30.00', '1x Los Angeles Lakers Socks $10.00', '1x Los Angeles Lakers Drink Bottle $15.00', '1x Los Angeles Lakers Microfibre Sports Towel  $17.00', '1x  Los Angeles Lakers Key Ring $6.00', '1x  Los Angeles Lakers Wrist Band  $5.00', '1x Los Angeles Lakers Can Cooler  $10.00', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $101.00,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",36.0,101.0,"The image displays a vibrant showbag themed around the Los Angeles Lakers, a popular NBA team. The bag contains a variety of items that are typically appealing to dedicated fans or supporters of the team. The contents include a pair of Lakers-themed socks featuring the recognizable purple and gold color scheme, a small decorative bag perfect for carrying personal items, a can cooler to keep drinks cold, coasters to proudly display Lakers branding on a table, keychains for adding a bit of team spirit to keys or accessories, and a frisbee for casual outdoor fun. The prominent purple and gold colors, along with the Lakers logo, indicate a strong allegiance to the team. This showbag would likely appeal to basketball enthusiasts, particularly fans of the Los Angeles Lakers, looking to express their team spirit in multiple areas of their life, and who enjoy collecting memorabilia and promotional goods tied to their favorite sports teams."
1d736154-530a-47b8-b61d-5706717f9ead,Venom Showbag,$32,Stand Numbers: 8,"https://www.eastershow.com.au/contentassets/9c89e2f16ea64588b991f99d7b239339/venom-showbag//ShowBagImage-32159143-300-300-75-0,0","['1x Venom Towel $32.95', '1x Venom Tumbler $5.95', '1x Venom Socks $8.95', '1x Venom Trucker Cap $16.95', '1x Venom PVC Keyring $6.95', '1x Venom Laminated Bag $8.95', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $80.70,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",32.0,80.7,"This image displays a Marvel-themed showbag centered around the popular character Venom. The bag itself is vibrant purple and features the iconic Venom logo, setting the tone for the contents within. The showbag appears to include a large range of merchandise: a tote bag, hoodie, baseball cap, water bottle, and keychain—all adorned with the menacing and recognizable image of Venom. This type of merchandise is typically sought after by comic book fans, collectors of Marvel memorabilia, and individuals who enjoy attending conventions or special events. Fans of the Marvel universe, particularly those who are devoted to characters like Venom, would find this showbag appealing. Such items are perfect for cosplay enthusiasts or dedicated fans looking to expand their collection with themed accessories and apparel."
ab27d7bf-f13c-4563-a0ce-d802db7b22e0,Fantasy Art Bag,$20,"Stand Numbers: 1,2,14","https://www.eastershow.com.au/contentassets/3b8ea4d36018480cbdee004d311a3157/fantasy-art-bag//ShowBagImage-32162816-300-300-75-0,0","['1x Fantasy Art Carry Bag $4.95', '1x Paint by Numbers 45cm x 55cm $5.95', '1x Paint by Numbers 40cm x 50cm $5.95', '1x Paint by Numbers 35cm x 45cm $5.95', '2x Gem Art 30cm x 40cm $5.95', '6x Gem Art Stickers $0.95']",Total Retail Value: $40.40,"HUNTER LEISURE P/LThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",20.0,40.4,"The image showcases a vibrant ""Fantasy Art"" showbag, filled with items that cater to the creative and imaginative mind. Inside, you'll find various painting and drawing supplies designed to encourage artistic expression, such as a dragon-themed paint-by-numbers kit likely to be from a brand specializing in DIY art projects. Additionally, there's a gel art sheet, which allows for creating colorful designs using gel pens, and a white puff paint toy that could be for designing custom patterns and crafting. The showbag also includes a bright blue tote bag with a dynamic, fantasy dinosaur print, which itself is a nifty addition for carrying art supplies or everyday items. This bundle would greatly appeal to children and teens who are enthusiasts of fantasy themes and enjoy hands-on creative activities. The wide array of arts and crafts supplies would be particularly attractive to young artists and collectors of fantasy-themed accessories."
3b131e75-dc33-4ada-aa88-2685a9975a6f,Premium Allen's Lollies Showbag,$16,Stand Numbers: 9,"https://www.eastershow.com.au/contentassets/7bc29ad4df364dd89fb308d7ae3b9f82/premium-allens-lollies-showbag//ShowBagImage-32395303-300-300-75-0,0","[""1x Allen's Party Mix 420g  $6.50"", ""1x Allen's Big Red Frogs 420g $6.50"", ""1x Allen's Ripe Raspberries 170g $5.00"", '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $18.00,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",16.0,18.0,"The image displays an Allen's Lollies showbag, a popular item in Australian events like the Royal Melbourne Show. The bag is packed with a variety of sweet treats, as indicated by the three visible packets inside. One bag contains Allen's Big Reds, known for their classic red flavoring. Another packet features Rhythm Raspberries, adding a fruity twist with a raspberry flavor coated in sugar. The third packet, marked as Party Mix, offers a mix of wild berry-flavored lollies and other colorful treats. Additionally, there is a family-sized packet of Big Reds. Each packet displays playful and familiar candy characters, such as Freddy Famous, widely recognized in Australian sweets marketing. This showbag is bound to appeal to anyone with a sweet tooth, particularly children and young adults with an affinity for nostalgic, fruity lollies, and playful sweet candy brands popular among Australians."
e59d0cce-0842-4d28-9f83-5a10063d1795,NBA Miami Heat Showbag,$36,Stand Numbers: 7,"https://www.eastershow.com.au/contentassets/47d23dc9ee8e4a14bac09c41485c96fd/miami-heat-showbag-//ShowBagImage-32395423-300-300-75-0,0","['1x Miami Heat Tote Laminated Bag $8.00', '1x Miami Heat Size 7 Basketball (Full Size) $30.00', '1x Miami Heat Socks $10.00', '1x Miami Heat Pop Top Drink Bottle $15.00', '1x Miami Heat Microfibre Sports Towel $17.00', '1x Miami Heat Keyring $6.00', '1x Miami Heat Rubber Wrist Band $5.00', '1x Miami Heat Can Cooler $10.00', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $101.00,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",36.0,101.0,"The image shows a festive showbag featuring merchandise from the Miami Heat, an NBA basketball team. The contents include a variety of items that are themed around the team's logo and colors. The box itself is prominently branded with the Miami Heat logo, in black, red, and yellow. The showbag includes a black beanie with a Miami Heat logo, a keychain, and a water bottle, all displaying the team's emblem. Additionally, there is a black and red sweatband wrapper, a white tote bag with the team's logo, and a coaster. These merchandise items are likely to appeal to basketball fans, particularly those who support the Miami Heat. The showbag is perfect for someone looking to show their team spirit or for a fan who enjoys collecting memorabilia related to their favorite sports team. It is an ideal gift for young basketball enthusiasts or seasoned fans attending a game or sporting event."
f83042da-3cd8-4795-b2d7-101a8c5204da,The Natural Confectionery Showbag,$12.5,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/decec35a0e1c4102830ba2862f75bd77/tncc_the-natural-confec_syd_24_gs_300px.jpg/ShowBagImage-32806601-300-300-75-0,0","['1x 180g TNCC Party Mix $3.50', '1x 190g TNCC Snakes $3.50', '1x 180g TNCC Sour Squirms $3.50', '1x 180g TNCC Chews $3.50']",Total Retail Value: $14.00,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",12.5,14.0,"The image showcases a collection of showbags from ""The Natural Confectionery Co.,"" featuring a variety of healthy and natural snack options. The range includes ""Party Mix,"" ""Sajiums,"" ""Snakes,"" and ""Fruit Chews,"" all prominently displayed in clear packaging to highlight the colorful and appealing contents inside. These products are likely marketed as healthier alternatives to traditional confectionery, with a focus on natural ingredients and playful presentation, which can be particularly attractive to parents seeking snacks for their children. The showbags would appeal to health-conscious consumers, parents, children, and anyone who enjoys tropical and fruity-flavored treats with a bit of a twist. The overall branding gives a fresh, vibrant impression, making it a great choice for health-oriented families or individuals looking for better snack options."
5b0ceddf-5526-456c-92b9-ae34b0af0145,AFL St Kilda Saints 2025 Showbag,$36,Stand Numbers: 7,"https://www.eastershow.com.au/contentassets/7bd5a67fee34461da59d26681bc5ca5c/afl-st-kilda-saints-2025-showbag//ShowBagImage-33000734-300-300-75-0,0","['1x  St Kilda Saints Laminated Bag $8.00', '1x St Kilda Saints Soft Touch Football $25.00', '1x St Kilda Saints Trucker Cap $15.00', '1x St Kilda Saints Lenticular Tumbler $10.00', '1x St Kilda Saints Badge Card $5.00', '1x  St Kilda Saints Playing Card $5.00', '1x St Kilda Saints Mini Flag $2.50', '1x St Kilda Saints Bottle $12.00', '1x St Kilda Saints Bumper Sticker $5.00', '1x St Kilda Saints Tattoo Sheet $5.00', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $92.50,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",36.0,92.5,"The image showcases a showbag that is centered around the St Kilda Football Club (often referred to as the Saints), a prominent team in the Australian Football League (AFL). This showbag is likely themed around an AFL team, filled with various branded merchandise designed to appeal to fans of the St Kilda Football Club. The contents visible in the image include a Sherrin AFL football, which is the official match ball used in the AFL, a black cap with the Saints logo, a t-shirt, a pennant, a can cooler, a drink bottle, and several accessories featuring the distinctive red and white Saints branding. The combination of these items suggests that this showbag is aimed at dedicated fans of the St Kilda Football Club or individuals interested in supporting and collecting team memorabilia. This club-specific showbag would particularly appeal to younger fans, collectors, or enthusiasts who enjoy gearing up with their team’s merchandise and showing their allegiance during matches and community events."
2a4231a7-ab16-4d2b-afbc-41b017217fbc,AFL Port Adelaide 2025 Showbag,$36,Stand Numbers: 7,"https://www.eastershow.com.au/contentassets/0d4b364289214e8a827e7a01031548c9/afl-port-adelaide-2025-showbag//ShowBagImage-33000741-300-300-75-0,0","['1x Port Adelaide Laminated Bag $8.00', '1x Port Adelaide Soft Touch Football $25.00', '1x  Port Adelaide Trucker Cap  $15.00', '1x Port Adelaide Lenticular Tumbler $10.00', '1x  Port Adelaide Badge Card $5.00', '1x Port Adelaide Playing Card $5.00', '1x  Port Adelaide Mini Flag $2.50', '1x Port Adelaide Bottle $12.00', '1x  Port Adelaide Bumper Sticker $5.00', '1x Port Adelaide Tattoo Sheet $5.00', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $92.50,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",36.0,92.5,"The image depicts a showbag that appears to be themed around an Australian Rules Football (AFL) team, possibly the Richmond Tigers, as suggested by the distinctive yellow and black colors and the emblem with the letters ""RA"" prominently featured. The contents of the showbag include a variety of items for fans, such as a baseball cap with the word ""POWER"" on it, a beer coozie branded with both the ""Port Adelaide"" and ""Ra"" logos, a beverage holder with the words ""Ra Power"" printed on it, and a lanyard with similar branding.

There are also additional items like a token or keychain featuring the player Ryan ""Sherrin"" Higgins and a V-shaped pouch likely used for storing valuables. A wristband with a repeating pattern of the team's initials and colors is also present. This showbag would appeal to football enthusiasts, particularly supporters of the Richmond Tigers or fans interested in AFL merchandise. It targets individuals who enjoy sports memorabilia and are looking for branded items to show their team loyalty and collectible items related to their favorite sport and team."
4d1926a7-5347-46f1-b581-5bc4f2e90770,American Candy Showbag,$20,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/5e94814fd36444148236fd835d2d613a/american-candy//ShowBagImage-32353137-300-300-75-0,0","['1x 120g Mike & Ike Tropical Typhoon $4.00', '1x 85g Nerds Gummy Clusters  $4.50', '1x 141g Nerds Rainbow $4.50', '4x 12.8g Nerds Strawberry $0.60', '1x 113g Warheads Chewy Cubes $4.50', ""1x 99g Warheads Sour Lil' Worms $4.50""]",Total Retail Value: $24.40,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",20.0,24.4,"The image depicts a showbag labeled ""American Candy,"" which suggests it contains a selection of popular American confectioneries. Visible brands and candy types inside the bag include ""Nerds"" in both Rainbow and Regular varieties, ""Warheads"" by Worms, ""Mike and Ike"" traditional fruit-flavored chews, and ""Cherry Pi."" The contents predominantly feature brightly colored, fruity candies and sour treats, appealing to those who enjoy a variety of sweet and tangy flavors. The showbag is likely to be popular among children and candy enthusiasts who are excited to try these well-known American snacks. Adults who reminisce about these candies from their childhood may also be drawn to this showbag. Overall, it's a delightful assortment for anyone seeking a taste of classic American sweets."
7d11b71b-c173-4cfa-944d-1260af410785,Zombie Chews Showbag,$6,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/12f111f134ab4f30be42f02d4d3772b4/zombie-chews//ShowBagImage-32353257-300-300-75-0,0","['2x 28g  Zombie Chews Strawberry  $1.00', '2x 28g Zombie Chews Sour Grape  $1.00', '2x 28g Zombie Chews Sour Cola  $1.00', '2x 28g Zombie Chews Sour Blue Raspberry  $1.00', '2x Zombie Chews Watermelon $1.00']",Total Retail Value: $10.00,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",6.0,10.0,"The image shows a showbag branded with ""Zombie Chews,"" which suggests it is likely filled with candy and sweets tailored to attract horror or zombie-themed enthusiasts, particularly kids and teens who enjoy spooky or pop-culture references. The contents probably include a variety of colorful and flavored chewy candies, possibly in the shape of brains, eyeballs, or other horror-themed novelties. Given the imagery, you might expect to see brands like Zempy or other candy makers popular in horror-themed confections. This showbag would be perfect for fans of zombie movies and Halloween, providing them with a fun and exciting mix of treats to enjoy while experiencing the spooky atmosphere. Parents looking to indulge their children's interest in all things zombie and gross-out fun would also find this showbag appealing."
bf276f61-1e7b-4b61-9dbe-60a50aa76d1e,Big Boss Bag,$6,"Stand Numbers: 1,14","https://www.eastershow.com.au/contentassets/f67764596be543f1a9928fc48b79a78d/big-boss-bag//ShowBagImage-26595088-300-300-75-0,0","['1x 125gm Big Boss Fruit Sticks $2.50', '1x 125gm Big Boss Musk Sticks $2.50', '1x 125gm Big Boss Banana Sticks $2.50', '5x Wizz Fizz Sherbets $0.50']",Total Retail Value: $10.00,"HUNTER LEISURE P/LThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",6.0,10.0,"The showbag depicted in the image seems to be themed around ""Big Boss,"" a character that appears to be a comic stereotype of a stern and authoritative figure, likely an inspiration from popular media. The bag is branded with ""Fynd,"" suggesting it's one of the assortment of novelties or themed merchandise often sold at fairs, carnivals, and exhibitions. Inside, one might find various toys, gadgets, and trinkets related to the ""Big Boss"" character, such as small figurines, stickers, and possibly office-themed play items like rubber stamps or tiny notepads. It could also include candy or snacks, brand logos, and comic reference items, such as funny cigars or tie novelty items to emphasize the character's portrayal. This showbag would likely appeal to kids and teens who enjoy humorous and slightly rebellious themes found in the character's depiction, as well as fans of cartoonish portrayals of big bosses from shows and games. It might also be appealing to collectors of thematic merchandise or novelties."
d7fd02b9-afa9-451f-8aa9-04fb46cc55e1,Slime Superbag,$20,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/c744bd1029b9421a8e30de1df3be13d4/slime-zone//ShowBagImage-27453363-300-300-75-0,0","['5x Slime bags $5.95', '1x 4 colour slime  $5.95', '1x Slime WOW DIY $5.95', '1x Slime Mix in $5.95', '1x Slime Pot $5.95', '1x Slime Tote Bag $3.95']",Total Retail Value: $57.50,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",20.0,57.5,"The image features an ""Ultimate Slime Bag,"" a themed showbag designed to capture the interest of slime enthusiasts, primarily children and teens who enjoy DIY and tactile activities. The bag contains various slime-making materials and accessories, showcasing vibrant colors and a playful aesthetic. Inside, you might find different types of slimes such as fluffy, clear, and colored slimes, often packaged in tubes and containers. The contents could include popular brands related to slime or characters from kids' TV shows and movies that have been trending. This showbag would be ideal for younger individuals who enjoy creative and hands-on fun, allowing them to make and customize their own slime creations with a variety of textures and additives."
059004f4-a0c5-4651-9c6c-d4a360e1ecc5,Cadbury Caramilk Superbag,$12.5,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/99604d8e27b3492c9317e0f2932ff451/twirl-caramilk-superbag//ShowBagImage-32381050-300-300-75-0,0","['1x 120g Cadbury Caramilk Crunchie Bites $6.00', '1x 45g Cadbury Caramilk Bar $2.50', '5x 12g Cadbury Caramilk Wallaby $1.20', '8x 12g Bite Size Dairy Milk $0.58', '1x Playing Cards $2.95']",Total Retail Value: $22.09,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",12.5,22.09,"The image depicts a Cadbury Caramilk Super showbag, an assortment of popular chocolate treats likely marketed for events such as fairs or festivals. The bag prominently features Cadillac brand confections, including Caramilk bars, Dairy Milk bars, and Caramilk Crunchie Bites. Additionally, this showbag includes a set of playing cards and a keychain, enhancing its appeal with small toys or gadgets. The bright and attractive presentation of the goodies suggests this showbag would be a hit with chocolate enthusiasts, particularly children and young teens who enjoy collecting branded items and playing cards. Overall, this showbag caters to anyone with a sweet tooth who appreciates high-quality, well-known confectionery, combined with the fun elements of small collectibles."
739e94e6-7387-4814-a08f-63a862ad36f6,The Mandalorian Bag,$30,"Stand Numbers: 1,2,14","https://www.eastershow.com.au/contentassets/eeda126c39be44bb869150a664dd1538/the-mandalorian-bag//ShowBagImage-26595069-300-300-75-0,0","['1x Mandalorian Carry Bag $4.95', '1x Mandalorian Slide Projector Torch $9.95', '1x Mandalorian Wall Stickers $9.95', '3x Mandalorian Sticker Set $2.95', '1x Mandalorian Child Soft Toy $15.95', '1x Mandalorian Mini Disc Flyer $9.95']",Total Retail Value: $59.60,"HUNTER LEISURE P/LThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",30.0,59.6,"The image features a showbag themed around ""The Mandalorian,"" a popular series set in the ""Star Wars"" universe. The bag itself is branded with iconic ""Star Wars"" imagery, prominently featuring the character Grogu, also known as ""Baby Yoda."" The contents of the showbag include a plush Grogu figure, which is likely to be a favorite among fans of the character, as well as several collectible items such as stickers, keychains, and carrying cases typically associated with action figures or other novelty merchandise. These items bear the signature ""Star Wars"" branding and are adorned with recognizable symbols and characters from the series. This showbag is likely to appeal to a wide range of enthusiasts, including both young and adult fans of ""Star Wars"" and collectors who are specifically drawn to ""The Mandalorian"" storyline and its beloved characters. Additionally, it would make an attractive gift for anyone who enjoys themed merchandise and sci-fi franchises."
f4263f45-c711-4698-8f41-1ed8acac2d0b,Brainlicker,$12.5,Stand Numbers: 11,"https://www.eastershow.com.au/contentassets/19fc8e24482f49a790a249fa7dc7c995/brainlicker//ShowBagImage-18007344-300-300-75-0,0","['4x Brainlickers $3.20', '1x 15g Fairy Floss $1.25', '1x Sticky Hand $2.95', '1x Triple Dipper $1.25', '1x 75g Zappo Millions $2.00']",Total Retail Value: $20.25,"SHOWBAGS AUSTRALIA PTY LDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",12.5,20.25,"The image depicts a showbag featuring a character stylistically resembling a playful, cartoonish boy with wild, blonde hair, enthusiastically devouring a pile of what appears to be noodles. This suggestively thematic showbag is aptly named ""Brain Licker,"" which, by its name, gives away a fun, humorous, and irreverent spirit. The contents of such a showbag are likely to include an assortment of edible items such as lollies, perhaps in the form of gummy worms or other wacky sweets, and small toys or trinkets that align with the whimsical, quirky aesthetic of the character. The brands or characters involved could be those known for their light-hearted and humorous appeal, particularly those from the candy or novelty sectors.

This type of showbag would likely appeal to children and teenagers with a penchant for wacky humor and bright, colorful designs. Fans of cartoons or edgy, humorous comics might also be drawn to this showbag as it seems to mock common depictions of brain-loving characters with its exaggerated and cartoonish imagery. Parents may find it a fun option for kids looking for entertaining and unexpected treats at fairs or carnivals."
